title	year	Director1	Genre1	Genre2	Genre3	stars
Misconduct (2016)	2016	Shintaro Shimosawa	Thriller	Drama	None	5
L'ennemi intime (2007)	2007	Florent-Emilio Siri	War	History	Drama	7
Paranormal Activity 4 (2012)	2012	Henry Joost	Horror	None	None	5
Phil Spector (2013) (TV)	2013	David Mamet	Drama	Biography	None	6
The Hunger Games (2012)	2012	Gary Ross	Sci-Fi	Drama	Adventure	7
Catch a Fire (2006)	2006	Phillip Noyce	History	Drama	Biography	7
Jab Tak Hai Jaan (2012)	2012	Yash Chopra	Romance	Drama	None	7
Beneath (2013/I)	2013	Ben Ketai	Horror	None	None	4
Off the Map (2003)	2003	Campbell Scott	Drama	None	None	7
Man Hunt (1941)	1941	Fritz Lang	War	Thriller	Drama	7
Nemesis Game (2003)	2003	Jesse Warn	Thriller	Mystery	None	6
Lakeview Terrace (2008)	2008	Neil LaBute	Thriller	Drama	Crime	6
Spies Like Us (1985)	1985	John Landis	Comedy	Adventure	None	6
Black Snake Moan (2006)	2006	Craig Brewer	Music	Drama	None	7
Resurrecting the Champ (2007)	2007	Rod Lurie	Sport	Drama	None	7
Khal Nayak (1993)	1993	Subhash Ghai	Crime	Adventure	Action	7
Adventures of Power (2008)	2008	Ari Gold	Music	Comedy	None	6
Step Up Revolution (2012)	2012	Scott Speer	Romance	Music	Drama	6
Le Mans (1971)	1971	Lee H. Katzin	Drama	Adventure	Action	7
Recep Ivedik 2 (2009)	2009	Togan Gökbakar	Comedy	None	None	4
Girl Model (2011)	2011	David Redmon	Thriller	Documentary	None	6
Tapas (2005)	2005	José Corbacho	Drama	Comedy	None	7
Small Fry (2011)	2011	Angus MacLane	Comedy	Short	Animation	7
The Change-Up (2011)	2011	David Dobkin	Fantasy	Comedy	None	6
Deconstructing Harry (1997)	1997	Woody Allen	Comedy	None	None	7
Isadora (1968)	1968	Karel Reisz	Music	Drama	Biography	8
Yahsi Bati (2009)	2009	Ömer Faruk Sorak	Western	Comedy	None	7
Parental Guidance (2012)	2012	Andy Fickman	Family	Comedy	None	6
Cool Hand Luke (1967)	1967	Stuart Rosenberg	Drama	None	None	8
Front of the Class (2008) (TV)	2008	Peter Werner	Drama	None	None	8
Don's Plum (2001)	2001	R.D. Robb	Drama	Comedy	None	6
Mad Love (1935)	1935	Karl Freund	Sci-Fi	Romance	Horror	7
Leroy & Stitch (2006) (V)	2006	Tony Craig	Family	Adventure	Animation	6
Concussion (2015)	2015	Peter Landesman	Sport	Drama	Biography	7
Tobruk (1967)	1967	Arthur Hiller	Drama	War	None	6
The Lady (2011)	2011	Luc Besson	History	Drama	Biography	7
Monsters: Dark Continent (2014)	2014	Tom Green	Thriller	Sci-Fi	Drama	4
Deceived (1991)	1991	Damian Harris	Thriller	None	None	6
The Road to Wellville (1994)	1994	Alan Parker	Drama	Comedy	None	6
The Last Temptation of Christ (1988)	1988	Martin Scorsese	Drama	None	None	8
Portal: No Escape (2011)	2011	Dan Trachtenberg	Sci-Fi	Action	Short	7
Bigfoot: The Lost Coast Tapes (2012)	2012	Corey Grant	Thriller	Mystery	Horror	4
California Split (1974)	1974	Robert Altman	Drama	Comedy	None	7
Final Destination 5 (2011)	2011	Steven Quale	Horror	None	None	6
First Blood (1982)	1982	Ted Kotcheff	Drama	Adventure	Action	8
Ski Patrol (1990)	1990	Rich Correll	Comedy	Action	None	5
American Dreamz (2006)	2006	Paul Weitz	Music	Comedy	None	6
Ultraviolet (2006)	2006	Kurt Wimmer	Sci-Fi	Horror	Action	4
One, Two, Three (1961)	1961	Billy Wilder	Comedy	None	None	8
The Incredible Hulk (2008)	2008	Louis Leterrier	Sci-Fi	Adventure	Action	7
The Christmas Shoes (2002) (TV)	2002	Andy Wolk	Drama	None	None	7
Highway (2014/I)	2014	Imtiaz Ali	Romance	Drama	Adventure	8
Once Upon a Time in Mexico (2003)	2003	Robert Rodriguez	Thriller	Crime	Action	6
Ella Enchanted (2004)	2004	Tommy O'Haver	Fantasy	Family	Comedy	6
National Treasure (2004)	2004	Jon Turteltaub	Comedy	Adventure	Action	7
Monsieur Lazhar (2011)	2011	Philippe Falardeau	Drama	Comedy	None	8
The End of the Tour (2015)	2015	James Ponsoldt	Drama	Biography	None	7
I Am Sam (2001)	2001	Jessie Nelson	Drama	None	None	8
Dragon: The Bruce Lee Story (1993)	1993	Rob Cohen	Drama	Biography	Action	7
Robinson Crusoe (1954)	1954	Luis Buñuel	Drama	Adventure	None	7
CB4 (1993)	1993	Tamra Davis	Music	Comedy	None	6
Clapham Junction (2007) (TV)	2007	Adrian Shergold	Romance	Drama	None	7
High Crimes (2002)	2002	Carl Franklin	Mystery	Drama	Crime	6
52 Pick-Up (1986)	1986	John Frankenheimer	Thriller	Crime	None	6
The Untold (2002) (V)	2002	Jonas Quastel	Horror	Adventure	Action	3
Broadcast News (1987)	1987	James L. Brooks	Romance	Drama	Comedy	7
Chaahat (1996)	1996	Mahesh Bhatt	Romance	Drama	None	5
Lizzie Borden Took an Ax (2014) (TV)	2014	Nick Gomez	Mystery	Drama	Crime	6
The Godfather: Part II (1974)	1974	Francis Ford Coppola	Drama	Crime	None	9
Into the Sun (2005)	2005	mink	Thriller	Adventure	Action	4
Amen (2013/I)	2013	Lijo Jose Pellissery	Romance	Musical	Drama	8
The Phantom of the Opera (1962)	1962	Terence Fisher	Music	Horror	Drama	6
Erik the Viking (1989)	1989	Terry Jones	Fantasy	Adventure	Comedy	6
Anna Karenina (1997)	1997	Bernard Rose	Romance	Drama	None	6
The Devil's Arithmetic (1999) (TV)	1999	Donna Deitch	War	Fantasy	Drama	6
Identity (2003)	2003	James Mangold	Thriller	Mystery	None	7
The Kid Stays in the Picture (2002)	2002	Nanette Burstein	Biography	Documentary	None	7
Haunted Honeymoon (1986)	1986	Gene Wilder	Musical	Comedy	Horror	6
Los Bandoleros (2009) (V)	2009	Vin Diesel	Drama	Short	None	6
Princess Caraboo (1994)	1994	Michael Austin	History	Drama	Comedy	6
The English Patient (1996)	1996	Anthony Minghella	War	Romance	Drama	7
Circle (2015/II)	2015	Aaron Hann	Mystery	Horror	Drama	6
Mr Perfect (2011)	2011	Dasaradh	Romance	Drama	Action	7
Weekend (2011/II)	2011	Andrew Haigh	Romance	Drama	None	8
Shoot to Kill (1988)	1988	Roger Spottiswoode	Crime	Adventure	Action	7
Fear Island (2009) (TV)	2009	Michael Storey	Thriller	Mystery	Horror	5
10.000 Km (2014)	2014	Carlos Marques-Marcet	Romance	Drama	Comedy	7
Rent-a-Kid (1995) (TV)	1995	Fred Gerber	Comedy	Family	Drama	5
Birthday Girl (2001)	2001	Jez Butterworth	Thriller	Crime	Comedy	6
Flatliners (1990)	1990	Joel Schumacher	Sci-Fi	Horror	Drama	7
The Sex Monster (1999)	1999	Mike Binder	Comedy	None	None	5
The Hungover Games (2014)	2014	Josh Stolberg	Comedy	None	None	4
Cooley High (1975)	1975	Michael Schultz	Romance	Drama	Comedy	7
The Crossing Guard (1995)	1995	Sean Penn	Drama	None	None	6
Amityville: The Evil Escapes (1989) (TV)	1989	Sandor Stern	Horror	None	None	4
The Steam Experiment (2009)	2009	Philippe Martinez	Thriller	Mystery	None	4
Doctor Who (1996) (TV)	1996	Geoffrey Sax	Sci-Fi	Drama	Adventure	6
Carrie (2002) (TV)	2002	David Carson	Sci-Fi	Horror	Drama	6
Post Grad (2009)	2009	Vicky Jenson	Romance	Comedy	None	5
Next Friday (2000)	2000	Steve Carr	Comedy	None	None	6
Sunnyside (1919)	1919	Charles Chaplin	Short	Comedy	None	7
A Little Chaos (2014)	2014	Alan Rickman	Romance	Drama	None	6
The Tempest (2010/I)	2010	Julie Taymor	Fantasy	Drama	Comedy	5
Airplane II: The Sequel (1982)	1982	Ken Finkleman	Sci-Fi	Comedy	None	6
Chillar Party (2011)	2011	Vikas Bahl	Family	Drama	Comedy	8
Long Weekend (2008)	2008	Jamie Blanks	Thriller	Horror	Drama	5
Dollman (1991) (V)	1991	Albert Pyun	Sci-Fi	Comedy	Action	6
Loose Change: Second Edition (2005) (V)	2005	Dylan Avery	Mystery	History	Documentary	7
Circus (2000)	2000	Rob Walker	Drama	Thriller	Crime	6
How to Make an American Quilt (1995)	1995	Jocelyn Moorhouse	Romance	Drama	Comedy	6
The Babymakers (2012)	2012	Jay Chandrasekhar	Comedy	None	None	5
The Wedding Date (2005)	2005	Clare Kilner	Romance	Comedy	None	6
Serena (2014/I)	2014	Susanne Bier	Romance	Drama	None	5
Inch'Allah (2012)	2012	Anaïs Barbeau-Lavalette	Drama	None	None	7
Necronomicon (1993)	1993	Christophe Gans	Horror	None	None	6
Skin Deep (1989)	1989	Blake Edwards	Romance	Drama	Comedy	6
The Magnificent Seven Ride! (1972)	1972	George McCowan	Western	Action	None	6
Camille Claudel 1915 (2013)	2013	Bruno Dumont	Drama	Biography	None	6
Chromophobia (2005)	2005	Martha Fiennes	Drama	None	None	6
The Bay (2012/II)	2012	Barry Levinson	Sci-Fi	Mystery	Horror	6
Son of God (2014)	2014	Christopher Spencer	History	Drama	Biography	6
Waterloo Bridge (1931)	1931	James Whale	War	Romance	Drama	8
I Walked with a Zombie (1943)	1943	Jacques Tourneur	Horror	Fantasy	None	7
April Fool's Day (1986)	1986	Fred Walton	Mystery	Horror	None	6
Novo (2002)	2002	Jean-Pierre Limosin	Romance	Comedy	Drama	6
Thief (1981)	1981	Michael Mann	Drama	Crime	Action	7
Lost in Translation (2003)	2003	Sofia Coppola	Drama	None	None	8
Das Boot (1981)	1981	Wolfgang Petersen	Thriller	Drama	Adventure	8
Carlito's Way (1993)	1993	Brian De Palma	Drama	Crime	None	8
Bull Durham (1988)	1988	Ron Shelton	Sport	Romance	Comedy	7
In the Loop (2009)	2009	Armando Iannucci	Comedy	None	None	8
Jennifer's Body (2009)	2009	Karyn Kusama	Horror	Fantasy	Comedy	5
The Spy Who Came in from the Cold (1965)	1965	Martin Ritt	Thriller	Romance	Drama	8
Brain Smasher... A Love Story (1993) (V)	1993	Albert Pyun	Romance	Comedy	Action	6
The Hunting Party (2007)	2007	Richard Shepard	Drama	Comedy	Adventure	7
Flashback (1990)	1990	Franco Amurri	Comedy	Adventure	Action	6
The Comedians of Comedy (2005)	2005	Michael Blieden	Documentary	Comedy	None	7
The Atticus Institute (2015)	2015	Chris Sparling	Horror	None	None	5
Joy Division (2007)	2007	Grant Gee	Music	Documentary	None	8
Betsy's Wedding (1990)	1990	Alan Alda	Romance	Comedy	None	6
Pet Sematary II (1992)	1992	Mary Lambert	Horror	Fantasy	None	5
Komodo vs. Cobra (2005) (TV)	2005	Jim Wynorski	Sci-Fi	Horror	None	3
Marie Antoinette (2006)	2006	Sofia Coppola	History	Drama	Biography	6
I Love You, I Love You Not (1996)	1996	Billy Hopkins	Romance	Drama	None	6
Harold (2008)	2008	T. Sean Shannon	Comedy	None	None	6
Leonard Part 6 (1987)	1987	Paul Weiland	Sci-Fi	Comedy	Action	2
Love Me Tonight (1932)	1932	Rouben Mamoulian	Romance	Musical	Comedy	8
Eye in the Sky (2015)	2015	Gavin Hood	War	Thriller	Drama	7
The Bride Came C.O.D. (1941)	1941	William Keighley	Romance	Comedy	Biography	7
Black Beauty (1994)	1994	Caroline Thompson	Family	Drama	Adventure	7
Nightwatching (2007)	2007	Peter Greenaway	History	Drama	Biography	7
Farinelli (1994)	1994	Gérard Corbiau	Music	Drama	Biography	7
Korkusuz Korkak (1979)	1979	Natuk Baytan	Comedy	Adventure	None	8
Little Shop of Horrors (1986)	1986	Frank Oz	Musical	Horror	Comedy	7
Wrath of the Titans (2012)	2012	Jonathan Liebesman	Fantasy	Adventure	Action	6
Aces: Iron Eagle III (1992)	1992	John Glen	Drama	Action	None	3
Jindabyne (2006)	2006	Ray Lawrence	Mystery	Drama	Crime	6
Something New (2006/I)	2006	Sanaa Hamri	Romance	Drama	Comedy	7
Taxi 2 (2000)	2000	Gérard Krawczyk	Crime	Comedy	Action	6
Baby (2015/I)	2015	Neeraj Pandey	Thriller	Crime	Action	8
Mystic River (2003)	2003	Clint Eastwood	Mystery	Drama	Crime	8
The Girl in the Book (2015)	2015	Marya Cohn	Drama	None	None	6
Memphis Belle (1990)	1990	Michael Caton-Jones	War	Drama	Action	7
Muriel's Wedding (1994)	1994	P.J. Hogan	Romance	Drama	Comedy	7
Firewall (2006)	2006	Richard Loncraine	Thriller	Crime	None	6
Walker (1987)	1987	Alex Cox	History	Drama	Biography	7
Submarine (2010)	2010	Richard Ayoade	Romance	Drama	Comedy	7
The Ghost of Frankenstein (1942)	1942	Erle C. Kenton	Sci-Fi	Horror	Drama	6
Invasion of the Body Snatchers (1956)	1956	Don Siegel	Sci-Fi	Horror	None	8
Southpaw (2015)	2015	Antoine Fuqua	Sport	Drama	None	8
No Way Out (1950)	1950	Joseph L. Mankiewicz	Film-Noir	Drama	Crime	8
Merci pour le chocolat (2000)	2000	Claude Chabrol	Mystery	Drama	Crime	7
Max Dugan Returns (1983)	1983	Herbert Ross	Drama	Comedy	None	7
The Lost Patrol (1934)	1934	John Ford	War	Adventure	None	7
Teri Meri Kahaani (2012)	2012	Kunal Kohli	Romance	Drama	Comedy	5
Uptown Girls (2003)	2003	Boaz Yakin	Romance	Drama	Comedy	6
Marvel One-Shot: The Consultant (2011) (V)	2011	Leythum	Sci-Fi	Short	None	7
Nightcrawler (2014)	2014	Dan Gilroy	Thriller	Drama	Crime	8
Extraterrestre (2011)	2011	Ádám Breier	Short	None	None	6
Baazigar (1993)	1993	Abbas Alibhai Burmawalla	Thriller	Drama	Crime	8
Mansfield Park (2007) (TV)	2007	Iain B. MacDonald	Drama	None	None	6
Emeryville (2016)	2016	Pritesh Chheda	Thriller	Horror	None	8
The Guilt Trip (2012)	2012	Anne Fletcher	Drama	Comedy	None	6
Breakheart Pass (1975)	1975	Tom Gries	Western	Mystery	None	7
For Richer or Poorer (1997)	1997	Bryan Spicer	Comedy	None	None	6
Neues vom Wixxer (2007)	2007	Cyrill Boss	Mystery	Crime	Comedy	6
The Punisher (2004)	2004	Jonathan Hensleigh	Drama	Crime	Action	6
Cheaper by the Dozen 2 (2005)	2005	Adam Shankman	Family	Comedy	Adventure	5
Yamla Pagla Deewana (2011)	2011	Samir Karnik	Drama	Comedy	Action	6
Maqbool (2003)	2003	Vishal Bhardwaj	Drama	Crime	None	8
Role Models (2008)	2008	David Wain	Comedy	None	None	7
Sleepers (1996)	1996	Barry Levinson	Thriller	Drama	Crime	8
Footlight Parade (1933)	1933	Lloyd Bacon	Romance	Musical	Comedy	8
Welcome to New York (2014)	2014	Abel Ferrara	Drama	None	None	5
White Irish Drinkers (2010)	2010	John Gray	Drama	None	None	7
Redline (2009)	2009	Takeshi Koike	Sci-Fi	Action	Animation	8
The Boy (2016/II)	2016	William Brent Bell	Thriller	Mystery	Horror	6
Bad Day at Black Rock (1955)	1955	John Sturges	Mystery	Drama	Crime	8
The Wild Geese (1978)	1978	Andrew V. McLaglen	Drama	Adventure	Action	7
Camino (2008)	2008	Javier Fesser	Drama	None	None	8
Dr. Who and the Daleks (1965)	1965	Gordon Flemyng	Sci-Fi	Family	Adventure	6
The Lion, the Witch & the Wardrobe (1979) (TV)	1979	Bill Melendez	Drama	Adventure	Animation	7
Moving (1988)	1988	Alan Metter	Comedy	None	None	6
How to Be a Serial Killer (2008)	2008	Luke Ricci	Horror	Crime	Comedy	6
Used Cars (1980)	1980	Robert Zemeckis	Comedy	None	None	7
Oklahoma! (1955)	1955	Fred Zinnemann	Western	Romance	Musical	7
Christmas in Wonderland (2007)	2007	James Orr	Family	Crime	Comedy	5
Mass Effect (2007) (VG)	2007	Casey Hudson	Sci-Fi	Mystery	Adventure	9
Ballet Shoes (2007) (TV)	2007	Sandra Goldbacher	Family	Drama	None	7
One Way (2006/II)	2006	Reto Salimbeni	Thriller	None	None	6
Pitch Black (2000)	2000	David Twohy	Sci-Fi	Horror	None	7
Gargoyles (1972) (TV)	1972	Bill Norton	Horror	None	None	6
Elvis and Anabelle (2007)	2007	Will Geiger	Romance	Drama	None	7
Silver Linings Playbook (2012)	2012	David O. Russell	Romance	Drama	Comedy	8
Upstream Color (2013)	2013	Shane Carruth	Sci-Fi	Drama	None	7
From Russia with Love (1963)	1963	Terence Young	Thriller	Adventure	Action	8
Hasee Toh Phasee (2014)	2014	Vinil Matthew	Romance	Comedy	None	7
Taare Zameen Par (2007)	2007	Aamir Khan	Music	Family	Drama	8
Lucky Numbers (2000)	2000	Nora Ephron	Crime	Comedy	None	5
Pete's Dragon (1977)	1977	Don Chaffey	Comedy	Adventure	Animation	6
Takedown (2000)	2000	Joe Chappelle	Thriller	Drama	Crime	6
The Guilty (2000)	2000	Anthony Waller	Thriller	Crime	None	6
The Last Samurai (2003)	2003	Edward Zwick	History	Drama	Action	8
Evilspeak (1981)	1981	Eric Weston	Horror	Fantasy	Drama	6
See No Evil (1971)	1971	Richard Fleischer	Thriller	Mystery	None	7
The Cutter (2005)	2005	William Tannen	Drama	Crime	Action	5
The Memory Keeper's Daughter (2008) (TV)	2008	Mick Jackson	Drama	None	None	7
The Young One (1960)	1960	Luis Buñuel	Drama	None	None	8
Palais royal! (2005)	2005	Valérie Lemercier	Comedy	None	None	6
Ninja (2009)	2009	Isaac Florentine	Drama	Crime	Action	6
The Grudge 3 (2009)	2009	Toby Wilkins	Thriller	Mystery	Horror	5
Portal 2 (2011) (VG)	2011	Joshua Weier	Comedy	Adventure	Action	10
Always Outnumbered (1998) (TV)	1998	Michael Apted	Drama	None	None	7
Love Happy (1949)	1949	David Miller	Music	Crime	Comedy	6
Clean, Shaven (1993)	1993	Lodge Kerrigan	Drama	Crime	None	7
The Thin Blue Line (1988)	1988	Errol Morris	Drama	Crime	Documentary	8
Man of Steel (2013)	2013	Zack Snyder	Fantasy	Adventure	Action	7
10 Years (2011)	2011	Jamie Linden	Romance	Drama	Comedy	6
The 24th Day (2004)	2004	Tony Piccirillo	Thriller	None	None	7
Holding the Man (2015)	2015	Neil Armfield	Romance	Drama	Biography	7
Death Proof (2007)	2007	Quentin Tarantino	Thriller	None	None	7
Hard Candy (2005)	2005	David Slade	Thriller	Drama	Crime	7
A zori zdes tikhie (1972)	1972	Stanislav Rostotskiy	War	History	Drama	8
Glory Daze (1995)	1995	Rich Wilkes	Comedy	None	None	6
Bad Timing (1980)	1980	Nicolas Roeg	Thriller	Mystery	Drama	7
Nomads (1986)	1986	John McTiernan	Thriller	Mystery	Horror	6
Backcountry (2014/I)	2014	Adam MacDonald	Thriller	Horror	Drama	6
Silentium (2004)	2004	Wolfgang Murnberger	Thriller	Crime	None	8
Boy A (2007)	2007	John Crowley	Drama	None	None	8
In Good Company (2004)	2004	Paul Weitz	Romance	Drama	Comedy	6
Quigley Down Under (1990)	1990	Simon Wincer	Drama	Adventure	Action	7
Cleveland Abduction (2015) (TV)	2015	Alex Kalymnios	Drama	Crime	Biography	7
The Last Remake of Beau Geste (1977)	1977	Marty Feldman	War	Comedy	Adventure	6
Lacombe Lucien (1974)	1974	Louis Malle	War	Drama	None	8
Universal Soldier: The Return (1999)	1999	Mic Rodgers	Sci-Fi	Action	None	4
Carry on Loving (1970)	1970	Gerald Thomas	Romance	Comedy	None	6
Triple 9 (2016)	2016	John Hillcoat	Drama	Crime	Action	6
Psycho (1998)	1998	Gus Van Sant	Thriller	Mystery	Horror	5
The Day the Earth Stood Still (2008)	2008	Scott Derrickson	Thriller	Sci-Fi	Drama	6
Mallrats (1995)	1995	Kevin Smith	Romance	Comedy	None	7
Under the Greenwood Tree (2005) (TV)	2005	Nicholas Laughland	Romance	Drama	None	7
Headhunter (2009)	2009	Rumle Hammerich	Thriller	None	None	7
English Vinglish (2012)	2012	Gauri Shinde	Family	Drama	Comedy	8
Runaway Train (1985)	1985	Andrey Konchalovskiy	Drama	Adventure	Action	7
American Soldiers (2005)	2005	Sidney J. Furie	History	Drama	Action	3
The Hitman (1991)	1991	Aaron Norris	Thriller	Crime	Action	5
No One Would Tell (1996) (TV)	1996	Noel Nosseck	Sport	Drama	Crime	7
The Crimson Pirate (1952)	1952	Robert Siodmak	Comedy	Adventure	None	7
Staying Alive (1983)	1983	Sylvester Stallone	Romance	Music	Drama	4
Hot Pursuit (2015)	2015	Anne Fletcher	Crime	Comedy	Action	5
The Myth of Fingerprints (1997)	1997	Bart Freundlich	Romance	Drama	Comedy	6
Mike's New Car (2002) (V)	2002	Pete Docter	Comedy	Short	Animation	7
No Strings Attached (2011/I)	2011	Ivan Reitman	Romance	Comedy	None	6
Groove (2000)	2000	Greg Harrison	Music	Drama	None	6
An Adventure in Space and Time (2013) (TV)	2013	Terry McDonough	History	Drama	Biography	8
Addicted to Love (1997)	1997	Griffin Dunne	Romance	Comedy	None	6
Escape from Planet Earth (2013)	2013	Cal Brunker	Comedy	Adventure	Animation	6
The Sheepman (1958)	1958	George Marshall	Western	None	None	7
George Washington (2000)	2000	David Gordon Green	Drama	None	None	8
Bee Movie (2007)	2007	Steve Hickner	Comedy	Adventure	Animation	6
Scarlet Diva (2000)	2000	Asia Argento	Drama	None	None	5
Revolver (2005)	2005	Guy Ritchie	Drama	Crime	Action	6
Macbeth (2015)	2015	Justin Kurzel	War	Drama	None	7
Sherlock Holmes: A Game of Shadows (2011)	2011	Guy Ritchie	Crime	Adventure	Action	8
Superstar (1999)	1999	Bruce McCulloch	Romance	Comedy	None	5
The Secret Lives of Dentists (2002)	2002	Alan Rudolph	Drama	None	None	6
Mr. Right (2015/I)	2015	Paco Cabezas	Romance	Comedy	Action	6
The Sign of Four (1987) (TV)	1987	Peter Hammond	Drama	Crime	Adventure	8
Her Best Move (2007)	2007	Norm Hunter	Romance	Family	Comedy	6
Putney Swope (1969)	1969	Robert Downey Sr.	Comedy	None	None	7
Casa de los babys (2003)	2003	John Sayles	Drama	None	None	6
The Ring (1927/I)	1927	Alfred Hitchcock	Sport	Romance	Drama	6
The Brown Bunny (2003)	2003	Vincent Gallo	Drama	None	None	5
Vertige (2009)	2009	Benoît Vautrin	Documentary	None	None	6
Holy Smoke (1999)	1999	Jane Campion	Comedy	Drama	None	6
Dracula (1992)	1992	Francis Ford Coppola	Romance	Horror	Fantasy	8
Brahmotsavam (2016)	2016	Srikanth Addala	Romance	Family	Drama	5
The Princess Bride (1987)	1987	Rob Reiner	Fantasy	Family	Adventure	8
Defending Your Life (1991)	1991	Albert Brooks	Fantasy	Drama	Comedy	7
Mysterious Skin (2004)	2004	Gregg Araki	Drama	None	None	8
McCabe & Mrs. Miller (1971)	1971	Robert Altman	Western	Drama	None	8
Dead of Night (1945)	1945	Alberto Cavalcanti	Romance	Horror	Fantasy	8
Ong-bak 3 (2010)	2010	Tony Jaa	Action	None	None	5
Hachi: A Dog's Tale (2009)	2009	Lasse Hallström	Family	Drama	None	8
Torn Curtain (1966)	1966	Alfred Hitchcock	Thriller	None	None	7
Savage Grace (2007)	2007	Tom Kalin	Drama	None	None	6
All the Invisible Children (2005)	2005	Mehdi Charef	Music	Drama	None	8
Ek Villain (2014)	2014	Mohit Suri	Drama	Crime	Action	6
Daria in 'Is It Fall Yet?' (2000) (TV)	2000	Karen Disher	Comedy	Animation	None	8
Biebermania! (2011) (V)	2011	Thomas Gibson	Music	Biography	Documentary	1
Men in Black II (2002)	2002	Barry Sonnenfeld	Comedy	Adventure	Action	6
Thr3e (2006)	2006	Robby Henson	Mystery	Horror	Drama	5
The Naked Mile (2006) (V)	2006	Joe Nussbaum	Comedy	None	None	5
Sword of Vengeance (2015)	2015	Jim Weedon	Action	None	None	4
The Thing Called Love (1993)	1993	Peter Bogdanovich	Music	Drama	Comedy	6
Raaz 3: The Third Dimension (2012)	2012	Vikram Bhatt	Thriller	Romance	Drama	4
The Kings of Mykonos (2010)	2010	Peter Andrikidis	Comedy	None	None	5
Water (2005/I)	2005	Deepa Mehta	Romance	Drama	None	8
The Children (2008)	2008	Tom Shankland	Thriller	Mystery	Horror	6
Crimewave (1985)	1985	Sam Raimi	Crime	Comedy	None	6
Bad Boy Bubby (1993)	1993	Rolf de Heer	Drama	Crime	Comedy	8
Mousehunt (1997)	1997	Gore Verbinski	Family	Comedy	None	6
George Carlin... It's Bad for Ya! (2008) (TV)	2008	Rocco Urbisci	Comedy	Documentary	None	9
Notorious (2009)	2009	George Tillman Jr.	Music	Drama	Biography	7
The Mirror Crack'd (1980)	1980	Guy Hamilton	Thriller	Mystery	Crime	6
Kapoor & Sons (2016)	2016	Shakun Batra	Romance	Drama	Comedy	8
Kill Dil (2014)	2014	Shaad Ali	Drama	Crime	Action	4
10,000 BC (2008)	2008	Roland Emmerich	Drama	Adventure	Action	5
